page,review_title,review_text,rating
79,High-quality Omega-3 with no unpleasant aftertaste,"I’ve been using this Omega-3 supplement consistently and I’m very happy with the quality. One of the first things I noticed is that there is no strong fishy smell or aftertaste, which is often a problem with many fish oil supplements. The softgels are easy to swallow and gentle on the stomach. I like that each capsule contains a solid dosage of Omega-3, which makes it practical to include in a daily routine without taking too many capsules. I started taking it as part of my overall wellness routine to support energy levels, skin health and joint comfort, and after some time I really feel the difference. The packaging is convenient and the product feels premium compared to many similar options. Considering the quality and price, this is definitely a supplement I plan to keep using long term.",5.0
79,,"This product provides excellent quality and a very practical size. It comes in well-designed packaging and is made with clean, carefully selected ingredients. The benefits are noticeable and truly satisfying.",5.0
79,Omega-3,"Just got my Omega-3. Delivery was fast and packaging was nice. Haven’t tried them yet, but I’m excited to start and see the results!",5.0
79,Great o3,"I bought it for my mother , I’ve read some reviews about C.gold nutrition and it is good for the price , as I observed this product is good to , it helped with the inflammation , it is a good quality omega 3 with good epa and dha dosage, it is very good for the bad cholesterol and heart to but this we will see it in a long term , it is worth the try .",5.0
79,Must-have supplement,"Been taking this for years as a middle-aged woman to get my dose of omega-3 and to help manage my high cholesterol, lower inflammation, among its other benefits. The softgels are a good size and easy to swallow. The taste can be a bit fishy, especially when you burp, but tolerable. The quality of ingredients seem good and the packaging is convenient.  I believe it has helped improve my health and I will continue to take this as a supplement",5.0
79,,"I liked it most because I don’t feel any taste or smell after using it and nothing happens to my body like stomach pain, or nausea. The capsule size is little bit large however I can swallow it easily. Best quality.",5.0
79,Recommend it!,I bought to try as it was on promo. The softgel in bottle package is of reasonable size easy to swallow. Quality ingredients as my family benefits from it. It helps our very dry skin to be more moisturize.  No fish smell and no strong taste. Good for any age. Good big package size bottle of 240 softgels.,5.0
79,Great,"Good fish oil. Good amount of EPA in the Omega 3 ingredient. It reduces the inflammation. CGN has a good quality. I take it with meals, so I don't feel any taste of it. No burps!",5.0
79,Good Quality Omega 3 Supplement,"This is a product with quality ingredients good for my hair, heart, inflammation and cholesterol management. At our age we can no longer be sure if we can have the benefits of vitamins from fish or others foods. Adding this to our daily routine can help us for nutrients we need for our body.",5.0
79,,"This product offers outstanding quality and a conveniently sized portion. It is packaged with care and made using clean, well-chosen ingredients. The benefits are evident and very satisfying.",5.0
79,Omega 3,"I like this fish oil. The capsules are easy to take and don’t have a strong aftertaste. Feels like a good quality product, and I use it daily as part of my routine. Great value for the size.",5.0
79,,"Good quality fish oil. The softgels are smooth and not too large, so they’re easy to take. I didn’t notice any fishy aftertaste, which is important for me. The 1,100 mg strength is solid, and the bottle size is convenient for daily use.",5.0
79,,"Solid omega-3 supplement. The softgels are smooth and not too large, and I didn’t notice any fishy aftertaste. I like the clean formula and the generous quantity. It’s been easy to take daily and feels like a good quality product.",5.0
79,,"This product stands out for its strong quality and well-suited size. It is neatly packaged and made with clean, reliable ingredients. The benefits are clear and quite impressive.",5.0
79,,"The quality, ingredients, formulation, age of product, packaging, and benefits were all excellent. With consistent use, the results become clearer. Fish oil contains Omega-3, which is great for hair, cholesterol levels, and heart health. I didn’t experience any irritation inflammation or sensitivity while using it. The taste has a noticeable fish flavor.",5.0
80,,"I’ve been using this omega-3 for a while and I’m really satisfied with it. Each serving gives a solid amount of EPA and DHA (360/240), so I don’t need to take a lot of capsules to reach an effective dose. The capsules are easy to swallow and I didn’t notice any fishy aftertaste, which is a big plus. I usually take them with food, and digestion feels fine. After a few weeks, I noticed better overall well-being — especially in terms of focus and recovery after workouts. It’s hard to measure exactly, but I feel more consistent day-to-day. Overall, this is a good quality omega-3 with a proper dose. I’d recommend it to anyone looking for a reliable and not overpriced supplement.",5.0
80,Easy omega-3 to take daily,"I added this omega-3 fish oil to my daily routine mainly for the health benefits and to help keep my cholesterol in check. The softgels are a good size and easy to swallow, and I haven’t noticed any strong fishy taste. The bottle was well packaged and has a good amount of capsules, so it lasts a while. Overall it feels like a simple and reliable omega supplement to take every day.",5.0
80,,"This product delivers solid quality in a convenient size. It comes in tidy, well-protected packaging and is made with clean, carefully chosen ingredients. The benefits are clear and quite satisfying.",5.0
80,great,"California Gold Nutrition Omega-3 Premium Fish Oil comes in a convenient package with 100 fish gelatin softgels (1,100 mg per softgel). The omega quality is very good, and the ingredient list is clean with high-quality fish oil. One of the main benefits is support for heart health and maintaining normal cholesterol levels. It may also help reduce inflammation and support healthy hair. The softgels are easy to swallow and do not have a strong fish taste. Suitable for adults age 18 and above. Overall, a high-quality omega supplement with clear health benefits.",5.0
80,,"This product offers great quality and a very practical size. It comes in secure, attractive packaging and uses clean, carefully selected ingredients. The benefits are noticeable and highly satisfying.",5.0
80,,"This product shows excellent quality and comes in a handy size. It is well packaged and made with clean, trustworthy ingredients. The benefits are clear and quite impressive.",5.0
80,,"This product features high quality and a perfectly suitable size. It is packaged carefully and made with clean, reliable ingredients. The benefits it offers are noticeable and very pleasing.",5.0
80,good,"I’ve been trying several products from iHerb recently and I’m honestly very satisfied with the quality. Everything arrived well packaged and authentic. The ingredients are clean and the products are easy to incorporate into my daily routine. I’ve noticed positive results after using them consistently, especially in terms of overall wellness and skincare. The quality for the price is really good, and I would definitely repurchase and recommend these products to others looking for reliable supplements and skincare.",5.0
80,"Quality omega-3 for heart, brain and daily wellness","I’ve been taking this California Gold Nutrition Omega-3 fish oil daily and I’m really happy with it. The softgels are easy to swallow and don’t have a strong fishy aftertaste, so taking them every day feels comfortable. The formula provides important omega-3 fatty acids like EPA and DHA, which support heart health, brain function and overall immune system wellness — especially if you don’t get enough omega-3s from food. ￼ I also like that it’s molecularly distilled and high-quality fish oil, and it’s made in a cGMP-certified facility without gluten or GMOs.",5.0
80,,"This product is crafted with outstanding quality and comes in a very practical size. It features secure, well-designed packaging and contains clean, carefully chosen ingredients. The overall benefits are impressive and clearly noticeable.",5.0
80,,"This product stands out for its premium quality and convenient size. It is thoughtfully packaged and made with clean, carefully selected ingredients. The benefits it provides are clear and highly satisfying.",5.0
80,California gold nutrition omega 3 premium fish oil,"I have been taking omega 3 for a number of years and recently I have changed to California gold nutrition and found that I made a correct choice. After taking these softgels for a few weeks, I do not feel so tired as before. No doubt this fish oil is of premium quality. It gives me a lot of benefits including lowering of my cholesterol level.",5.0
80,Omega 3 Fish oil,The product is of high quality. Ingredients are safe and well labelled. Size is enogh to last a while. Dosage is appropriate. You get great benefits with skin and overall health as its so important to get the omega 3 to incorporate to your routine. Taste is ok. I will purchase more in the future.,5.0
80,Premium Omega-3 for Heart and Hair Health,"This is a high-quality supplement with a pure ingredient profile. The package arrived well-sealed, and the softgel size is easy to swallow. I take it for its amazing Benefits, especially for my heart health, lowering cholesterol, and reducing Inflammation. It has also noticeably improved my hair texture. Given my age, this is an essential part of my routine to get enough omega-3. There is no fish smell or unpleasant hard taste or aftertaste at all. Great value for the price!",5.0
80,omega 3 gold,"as my previous use its very useful and powerful especially those people who works and ages, good for the heart no bitter taste good for hair and focus i dont have cholseterol top quality and greay ingredients",5.0
80,good,I recently bought this vitamin and I’m very satisfied with the quality. It’s easy to take and I already feel more energetic and healthier.,5.0
80,,"The product offers exceptional craftsmanship and a perfectly convenient size. It is packaged with care and made using high-quality, clean ingredients. The positive effects are clear and truly impressive.",5.0
81,Good,"Quality is good ingredients contains fish ancovy, mackrels sardines and tune which is better than many others contain mainly cod liver oil. Good product omega 3 premium fish oil. Omega-3 fats are an essential component of the brain Omega-3 fats play a role in eye health, including maintaining eye moisture and possibly even tear production helps reduce joint pain and increase grip strength, good for skin, hair helps with depression lower high pressure, good for heart. Taste neutral as it is in soft gels",5.0
81,Great benefits from Omega fish oil!,"I once ordered the Now brand omega fish oil, and it was great because of the quantity it provides. However I would like to try this brand California gold nutrition on this kind of omega fish oil which is in TG ( Triglycerides)form and way more effective and bioavailable rather than EE ( Ethyl Esters) that are mostly found in cheaper omega fish oil brands! TG is the natural form found in fish, offering higher absorption and stability. EE is a processed, concentrated form used in supplements to boost EPA/DHA levels, often cheaper, but less bioavailable and more prone to oxidation. Key Differences: Structure: TG consists of three fatty acids attached to a glycerol backbone, whereas EE binds fatty acids to an ethanol molecule. Bioavailability: Studies suggest TG fish oils are better absorbed, with some evidence showing 50% higher plasma concentration of EPA and DHA compared to EE forms. Concentration & Processing: EE forms are created by distilling fish oil to remove impurities and increase omega-3 concentration, making them ideal for high-strength supplements. Stability: EE is less stable than natural TG and more prone to oxidation. Re-esterified TG (rTG): This is a high-end option where EE is converted back to a TG form, offering the concentration benefits of EE with the high bioavailability of natural TG. Which to Choose? While both provide benefits, TG (or rTG) is generally considered superior for absorption, but EE is often used in high-potency, affordable, or prescription-strength formulas.",5.0
81,Omega 3,"Such an amazing product I got this cus of my eye and it has been doing a great job both for my eyes and for inflammation,skin and hair ll surely be back for another bottle 🤩 Taste is okay it don’t smell funny Benefit got them for my eyes Dosage size is very okay to swallow Ingredients are one of the best so far Quality is super My package came way too early 😬🤗😅",5.0
81,Recommend,"really like this product. It comes with a good quantity of [number] capsules/tablets in a well-sealed and secure package that keeps everything fresh. The size of the bottle is practical and easy to store or carry. The ingredients are clearly listed and well-chosen, which gives confidence in the product’s quality. After using it regularly, I noticed a positive effect on [energy/focus/digestion/immunity/muscle recovery], and it worked well for my needs. For best results, the recommended use is [dosage] daily, preferably [with food/after meals/as directed on the label]. Overall, it’s a reliable product and I would recommend it.",5.0
81,Best one,This model is the best omega-3. I love it. The quality is great. The package is wonderful. It really can affect on my hair. I can see that and it has a lot of benefits.,5.0
81,,Nice scent and smell it gives care to the area good quality and size the package is good and looking for the benefit with use i will use personal and i feel the frequency is good for routine composition,5.0
81,,"Good quality omega-3 fish oil with good amounts of DHA and EPA. Easy to swallow softgels, no strong fishy taste, and clean ingredients. Happy with the quality and would buy again.",5.0
81,Amazing!,The quality of this omega-3 fish oil is amazing!!! And it came in great packaging and I feel the benefits of this omega-3 fish oil. If you’re wondering what to get I would 100% recommend this.,5.0
81,,"The product delivers outstanding quality and comes in an ideal size. Its packaging is neat and well-designed, and the ingredients are clean and trustworthy. Overall, it provides excellent benefits.",5.0
81,Taking it daily.,"I need Omega-3, so I've been taking it every day since I bought it. It doesn't smell, so it's easy to eat.",5.0
81,,"This product offers superb quality and a perfectly balanced size. It is beautifully packaged and crafted with clean, reliable ingredients. The results and benefits are remarkable.",5.0
81,Good,"I've been using this product and I absolutely love it. The quality is amazing and it feels very natural and aligned with what my body needs. I can really feel the improvement since | started using it = overall well-being. lappreciate how pure and clean it is, and it truly feels like it supports my holistic lifestyle. It's easy to use: no smell, no aftertaste, and integrates beautifully into my daily routines. I'm happy with this product and I definitely recommend it to anyone who loves natural, supportive, and high-vibration items.",5.0
81,,"The product stands out for its excellent quality and ideal size. It is thoughtfully packaged and made with pure, clean ingredients. The benefits it provides are truly impressive.",5.0
81,Too big to swallow,The softgel capsule is way too big and hard to swallow. I always struggle to get it down my throat. The reviews are all so positive here that I can't help but wonder if I'm the only one having trouble with it.,2.0
81,,"I believe in this it has many benefits with health y ingredients for any age.The packaging is good and the taste is not bad,its perfect for inflammation",5.0
81,Прекрасно!,"Thank you very much for this product, it suited me, I like the packaging, comfortable and stylish, I will order more of these products, and recommend them to all my friends and relatives! good!",5.0
82,,"Good quality fish oil with clean ingredients. Softgels are easy to swallow, no fishy aftertaste, and the packaging is practical for daily use. Great value for the quantity provided. I will definitely order again.",5.0
82,Wow,"Subtract 25-40%, just enter the discount code LHV and 3090 in the shopping cart (no spaces between letters and numbers when entering). This is the way a friend who has been shoppin...",5.0
82,👍🏼,"Very high-quality omega-3. No fishy aftertaste at all, which is a big plus for me. I noticed improvement in my skin, mood, and joint comfort. The capsules are easy to take, and the price is great for such quality. I always keep this one in my supplements stack.",5.0
82,,This is an excellent product and deserves a high rating. It performs very well and meets expectations. I would strongly recommend buying it without hesitation.,5.0
82,,"I really appreciate how mild this fish oil is—there’s no strong fishy taste or unpleasant aftertaste, which makes it easy to take every day. The quality feels reassuring, with a well-balanced amount of EPA and DHA from purified fish oil that’s meant to support heart and brain health without unnecessary extras. The ingredients are simple and clean, and the softgels feel thoughtfully made, giving me confidence that I’m choosing something gentle, reliable, and caring for my body.",5.0
82,great,"good quality, value price. have good taste, not fish taste. a Lot of ingredients for that price. concentrate of omega and dha/epa. Big package. expect benefit and low cholesterol to protect the heart and inflammation for my age and hair. recomended.",5.0
82,For ADHD is the best,"for my ADHD therapy the told me to buy omega 3, but this is more I was expecting, the package is fine, the benefits I will get from this oil will help me a lot,omega 3 is good for the hair, inflammation, heart, doesn't have any taste which make it even better, I dont have any cholesterol levels high but if this might help for some people out there, this product will help them",5.0
82,the capsules are easy to swallow.,"no fishy aftertaste.the prize is great for the quality.overall im happy to take and confident,its packed with high quality Omega-3s EPA & DHA from wild-caught fish,supporting heart and reducing inflammation.the prize is grate .affordable. im supper happy to take this spplement.good for hair and for cholesterol",5.0
82,,"The quality is excellent! The ingredients are top-notch, the size is just right, and the performance really stands out. Everything arrived perfectly arranged and well packaged. The effect is definitely noticeable—I’ll be ordering more! Delivery was fast too.",5.0
82,,This is a high quality omega 3 that I like to order frequently it adjusts the cholesterol and it is good for heart and skin health.,5.0
82,,"Each serving (2 softgels) provides 360 mg of EPA and 240 mg of DHA.  The fish oil concentrate is molecularly distilled and highly refined.  It is tested to be free of contaminants, such as heavy metals.  The product is free from gluten, GMOs, and soy.  It supports cardiovascular health, brain function, and the immune system.",5.0
82,Excellent choice for Omega-3 supplement!,"Great value & quality ingredient omega 3 supplement! Full of benefits. No strong fishy after taste, easy to swallow, and it gives me peace of mind knowing I’m supporting my heart, brain, hair and overall wellness. A simple daily supplement that actually feels worth it. Good for inflammation and cholesterol.",5.0
82,"Good Product, Recommended","I’ve been using this Omega-3 Fish Oil for about a month now and I’m very satisfied with it. The ingredients feel clean and well sourced, and the overall quality is clear from regular use. The capsules are a good size and easy to swallow, with no fishy aftertaste or reflux. Packaging is solid and keeps everything fresh. Overall, it’s a reliable Omega-3 supplement that fits well into a daily routine. I’d definitely recommend it.",5.0
82,"Good fish oil, I have bad reaction","Its good, no fishy burp so ingredients are probably good. No after taste. Quality is clearly good. Took it twice and as always fish oil leaves me feeling worse. Its something to do with the way my body metabolizes it and acetylcholine I believe. I dont do well with it unfortunately, same with L glutamine and glycine. Just not good in general for me :( but still have to say good quality! Large capsules as always with fish oil but easyy to go down.",3.0
83,Grateful hormones,"The quality is outstanding. I used this a good while before noticing how effective it is. I'm talking reduced inflammation, heart related diseases. It balances out your hormones. Great for all but would mostly be effectively noticeable in people with PCOS. Slight taste on the tongue but only for a few seconds",5.0
83,Wow,Very nice and special project with good team behind and good luck for future projects in future and I am very excited for the project to succeed and the team is going strong and I hope this is a great success for all the projects in this project is a great opportunity to win a lot more in this project I love you so many more to this wonderful team I love it very excited and very much love and team very proud team always happy and proud always and,5.0
83,good quality,"California Gold Nutrition Omega-... I've been using this fish oil for a while, and it's one of the best I've tried. The capsules are easy to swallow, and there's no fishy aftertaste or burps, which I love. It's packed with high-quality Omega-3s (EPA and DHA) from wild-caught fish, supporting heart health and reducing inflammation. Plus, the price is great for the quality. My joints feel better, and my skin has improved since I started taking it. The only downside is the strong smell when you open the bottle, but that's not a big issue. Overall, I'm super happy with this supplement!",5.0
83,Good quality fish oil,Good quality omega-3 with no strong fishy aftertaste. Softgels are easy to swallow and the large bottle lasts a long time. I like the simple ingredient list and consistent quality. A solid option for daily omega-3 support.,5.0
83,Very good Omega-3,"Very good Omega-3 supplement. High quality, easy to swallow, and no unpleasant aftertaste. I noticed a positive difference after regular use. Good value for the price and I would definitely recommend it.",5.0
83,Excellent Quality and Carefully Selected Ingredients,"“I am very impressed with California Gold Premium Fish Oil. The quality is excellent, and the ingredients are sourced from high-grade fish to ensure maximum omega-3 benefits. The size of the softgels is easy to swallow, and the package keeps them fresh and secure. Suitable for adults of any age, this supplement is a reliable choice for supporting heart and joint health",5.0
83,We,"I’ve been using this product for a while now and I’m very satisfied with the quality. The packaging arrived well sealed and fresh. I noticed positive effects after consistent use, especially in terms of overall wellness and energy levels. It’s easy to take and didn’t cause any side effects for me. The ingredients look clean and trustworthy, which is important to me. I would definitely repurchase and recommend it to others who are looking for a reliable product. Scent size age benefit composition feel sensitive gentle dry recipe taste diet serving frequency",5.0
83,Excellent,"A clean and potent omega-3 formula supporting heart, brain, and joint health. Provides a good balance of EPA and DHA with no strong fishy aftertaste. Large bottle size offers great value for long-term daily use. Good quality ñ, benefits skin, hair and heart",5.0
83,omega 3 fish oil,"Very good Omega-3 supplement! Excellent quality, natural ingredients, clean and odorless fish. Suitable for any age, convenient packaging and medium-sized capsules. I notice health benefits - my hair condition has improved, I have more energy, even my cholesterol is normal. Excellent Omega-3 option, I've taken it more than once.",5.0
83,Inflammation soft gel,"California gold omega 3 is very good quality with fish oil ingredients and big packaging suitable for all ages since it is good for heart also good for hair and body health, contains 240 big size soft gel with no taste and odor for better health benefits, I took two soft gel per day",5.0
83,,Excellent product. I take this daily for heart and brain health. The pills are a standard size but smooth and easy to take. Highly recommended.,5.0
83,,Great quality & ingredients. Perfect for all age. It’s taste neutral not fishy. Great benefits. I already bought it many times. Thanks,5.0
83,Omega for daily usage,"I mean, is there something special to tell about omega-3? Great for daily intake and long usage.",5.0
83,great,"Great supplement, order arrives quickly, no after taste, taste is amazing.",5.0
83,ممتاز!,Scent use quality size age package benefit composition sensitive gentle i love it very much❤️❤️❤️,5.0
83,best quality,I am using good work I like this 2 time take it,5.0
83,Good one,Good one Good one Good one Good one Good one Good one,5.0
83,,I take 2 tabs after my 1st meal then another two on my last meal. Helps me with inflammation,5.0
84,Top,Honestly bett3r then the other omega No SML no tst,5.0
84,Good fish oil!,Great bang for your buck option. Just the necessary amount of omegas if you’re not a picky athlete!,5.0
84,,I have tried many Omega 3 products and this is honestly what I found beneficial.,5.0
84,Great,"Probably my favorite , taste is neutral size is good for a month or two. Top ingredient ,very good quality.",5.0
84,Bought to help me with recovery from workouts,I bought these after watching some videos sharing the must have supplements for people in general and not just those who are working out. I feel like I am able to recovery very well now and am happy I can keep pushing myself. There's no weird aftertaste and this is great!,5.0
84,최고!,"The product fully corresponds to the characteristics indicated on the packaging!, 10/10!",5.0
84,gd,I use it in the night when I m sleeping. it help my to źzzzz,5.0
84,,"Essential Omega supplement good for heart, no taste at all",5.0
84,,"Suitable for age, and package is very economic, has no taste at all which is a great point",5.0
84,California Gold krill oil,California Gold are decent for most of the time. fairly trustworthy line,5.0
84,,"Love the ingredients, quality packaging. Fish omega o oil to benefit cholesterol, hair, heart and inflammation",5.0
84,excellent,great mix of EPA & DHA. really pleased i found this. will def buy again,5.0
84,No fish burps!,So far these fish oil supplements have been really to take. The quality seems really good.,5.0
84,,One of the best fish oil I’ve taken so far…,5.0
84,Omega 3,"Control cholesterol levels and reduce inflammation, support heart health. High quality ingredients that support anti-aging and hair growth",5.0
84,Excellent,"Great product, good price, fast shipping. Thank you very much",5.0
84,my favorite,the best quality! I always buy from them! works great and good size!,5.0
84,Great,have heard great things about this product . I can't wait to use it daily and add benefit to my overall health.,5.0
84,Great,have heard great things about this supplement. I can't wait to use it daily and add benefit to my overall health.,5.0
84,many benefits,has many benefits apparently and looking forward to the results,5.0
85,good one,"it's alright one, the quality is good, it last me a month and more",5.0
85,,High-quality fish oil with no aftertaste. Helps with joint health and overall wellness. Very good value for the price.,5.0
85,,"excellent product,good and strong packaging , the quality matches the description, I will still recommend ordering to everyone!!! okay",5.0
85,Good quality Omega3,Good value for money Omega3 supplement. I take these to manage my fibromyalgia symptoms and lower cholesterol.,5.0
85,,Very good product quantity is very good doing the job decent no doubt I will buy again in future,5.0
85,good,quality size ingredient package liver test benefit milk thistle supplement,5.0
85,value for money - a very good deal,"These are good, but the pills are rather large and I need to take 3 to hit my targets",5.0
85,,"Good for nerves, no fishy after taste and good brand",5.0
85,Top-Notch Omega-3,"Clean, no fishy aftertaste, and great for my heart and joints. I feel more active and healthy since taking this.",5.0
85,good product,very good product with high quality ingredients and the pill size is okay,5.0
85,,great thing to buy and enjoy the results. recommend ! will buy again,5.0
85,,"This Omega-3, has great quality and ingredients. It's dosage is appropriate with good taste and size.",5.0
85,My 3rd One,Very effective for hair and skin  I usually take 2 per day Will get it again,5.0
85,mnom mnom omega,very quality tg fish oil from quality raw. can use 12 month without break,5.0
85,,This product is really good for the heart..mentain this product and you will have a healthy heart,5.0
85,,My doctor recommended me an Omega three … it’s healthy and good for our body,5.0
85,good quality,good for hair heart taste inflammation age and ingredients also good,5.0
85,Good quality,"Good price , big box , used this brand for long time",5.0
85,Reasonable Price,"Reasonable price with high quality and source of ingredients, good for health",5.0
85,,This the best brand for supplements so I highly recommend it,5.0
86,good,i bought it for my mother. it is not too big to swallow and doesnt have weird odour.,5.0
86,,"I've been taking California Gold Nutrition Omega-3 Premium Fish Oil for a few weeks now, and I'm impressed with the quality and value. Each softgel contains 180 mg of EPA and 120 mg of DHA, which supports my heart and brain health. The fish gelatin softgels are easy to swallow and don't leave a fishy aftertaste. I appreciate that the product is molecularly distilled and tested for contaminants, ensuring purity and safety",5.0
86,Affordable with premium quality,"This is our second time ordering CGN for our parents, and they’ve experienced no side effects at all. The softgels are easy to swallow and have no fishy aftertaste, which they really appreciate. We like that it’s made with fish gelatin, and it provides a solid amount of EPA & DHA for daily support. Overall, they’re happy with it, and that makes us happy too. A great quality supplement we trust for our loved ones. 🐟💛",5.0
86,High potency omega,I think it was quite good omega 3 fish supplement as it's good for heart and hair. taste less and good quality. Ingredients are ok and well well packaged. it's my 3 purchase but moving forward I have decided to add sardines in my diet to add omega 3 I will try for few months and will check effect on my hair and then will decide the impact,5.0
86,I honestly love it!,My husband and I always go for this brand — I honestly love it!,5.0
86,FISH OIL Supplement,"recommended for its composition, size, ingredient, dosage,effect, taste all in one in this packaging is EXCELLENT.",5.0
86,Love it,"Good quality amazing ingredients the size portions is good the packaging 👍🏻 it doesn’t taste bad or like a fish ‏High-quality probiotics with a generous amount and clean ingredients. The dosage is well-balanced, and I’ve noticed great digestive benefits. Easy to swallow, very convenient to take daily, and the bottle size lasts for a long time the packaging is good for gut and constipation no taste",5.0
86,These are good smooth.,I take these to get rid of a few grey hairs. I think it’s working.,5.0
86,totally happy with this omega pills,"totally happy with this omega pills. Good quality, fast shipping and delivery.",5.0
86,Affordable,2g a day can be expensive. This quality omega ingredients helps with that.,5.0
86,Great Quality Omega-3!,"I've been using this Omega-3 supplement for a few weeks now, and I'm very happy with the results. The capsules are easy to swallow, there's no fishy aftertaste, and I feel more energized throughout the day. I also like that it contains a good amount of EPA and DHA, which are essential for heart and brain health. Definitely recommend and will be repurchasing!",5.0
86,must have,"Omega-3 works for me. Because I don't really like to eat fish. Quality super. I take this product every day and I no longer care about eating fish. Next time I will also buy this product for my parents - they needed it even more, than I am because of theirs age.",5.0
86,,High quality ingredients Good size package Recommended for daily use,5.0
86,Great,Didnt age well but quality is good notch package was good,5.0
86,Good,"We tried this Omega-3 Fish Oil from iHerb as it was on sale. However, it seemed to have quality as other name brand - in terms of ingredients and benefits. Note, there was no fishy after taste and this was for all ages in our household. Came in good package. i wonder if this is good for your hair.",5.0
86,repeat order,"I've been taking the California Gold Nutrition Omega-3 Premium Fish Oil for nearly a year now, and I keep coming back to it—this is already a repeated purchase for me. Each softgel delivers a balanced dose of 180 mg EPA and 120 mg DHA, and I’ve noticed steady benefits in terms of general wellness, mental clarity, and joint support. One of the best things about this product is its consistency and reliability. There have been zero side effects throughout my use—no fishy aftertaste, no digestive discomfort, and no issues with absorption. The 240-count bottle also offers great value, especially considering the quality and purity of the supplement. The fact that it's made with fish gelatin softgels is a plus for those avoiding bovine or pork sources. If you’re looking for a clean, effective omega-3 supplement that delivers on its promises, this one’s definitely worth sticking with. I’ll happily continue using it as part of my daily health routine.",5.0
86,Fish oil is essential for healthy heart and other body function.have you been missing quality fish oil? Omega 3 premium fish oil is that ingredient.,I will recommend this product because since I started taking it my heart palpitations stopped. The package benefits outweighs the price I can also notice some improvement on my hair. for fish lovers the taste is good when you pop it in mouth. Those who dislike fish taste the gelatin tablets are easy to swallow.,5.0
86,Best omega-3 ever,This gold brand omega 3 working good and no gastric pain and it easy to digest,5.0
86,Great Value,"My whole family takes this Omega-3, and it’s been great for all of us! It’s affordable, high quality, and the big bottle really lasts—super saving money. My kids have been more focused with their studies, and I personally feel like it’s helping reduce brain fog bit by bit. The softgels are a decent size but easy enough to swallow, and there’s no fishy aftertaste. Just a heads-up—this isn’t a quick fix. You really have to take it daily and give it at least a month to notice the real benefits. But it’s worth it! Highly recommend for anyone looking for a clean, effective Omega-3 for the whole family.",5.0
86,Very good,"Quick Review of Omega-3 I take Omega-3 to support heart health and boost brain function. After using it consistently for a while, I feel more alert and have noticed improvements in my skin. The capsules are easy to swallow and don’t have an unpleasant smell. The price is reasonable compared to the benefits. If you want comprehensive health care, Omega-3 is a great choice.",5.0
87,Very good,It’s perfect I use it every 3 days and I feel very good,5.0
87,Omega 3,"This is a bottle of Omega-3 Premium Fish Oil dietary supplement from the brand California Gold Nutrition. It contains 100 fish gelatin softgels, each providing 180 mg of EPA (Eicosapentaenoic Acid) and 120 mg of DHA (Docosahexaenoic Acid), which are types of Omega-3 fatty acids commonly found in fish oil. The product is marketed as free from gluten, GMOs, and soy, and is intended to support heart, brain, and overall health.",5.0
87,Fish Oil for Health,"Quality is great and the ingredients made of fish are natural and fresh . This is bought for a lady age 50+ which will benefit her well being and cholesterol with the omega content. Hair become healthier and inflammation is better, hopefully it will also help heart health. Its taste is easy to take in a package that is good size.",5.0
87,Classic fish oil,"This is a classic fish oil, a good formulation, and is easily absorbed by the body.",5.0
87,I like them,I’m buying these everytime. I trust the brand and product,5.0
87,For health benefits,Fish oil is really great and good source of omega 3 it improve skin and hair and many other benefts like heart.,5.0
87,So far so good,"Omega-3 capsules are an excellent supplement for overall health, particularly for supporting heart, brain, and joint health. They are rich in essential fatty acids like EPA and DHA, which are known to reduce inflammation and promote cardiovascular health. I noticed improved focus and reduced joint discomfort after consistent use for a few weeks.great quality, clear ingredients, great for any age, no fish smell, aesthetics packaging,so many benefits, no after taste as well.",5.0
87,Reliable Omega-3 Supplement,"I’ve been using California Gold Nutrition Omega-3 fish oil for several years now, and keep ordering it as it’s definitely the best in the market! The following package is huge and benefit while family. My hair is growing better with this exactly fish oil. The fish gelatin capsules are easy to swallow, and I appreciate that there’s no fishy aftertaste. Highly recommend for anyone looking to boost their omega-3.",5.0
87,"No fishy aftertaste, very clean","These are probably the best Omega-3s I've tried. No bad smell, and I feel it's helping with my joints and focus.",5.0
87,Good price,"RE Order few times, nice price, good product and fishy taste. 50+ try is good",5.0
87,,Good Omega 3. nice quality and not too fishy-smell. great for health especially cholesterol. good benefits to the body,5.0
87,California Gold Omega 3 Premium Fish oil,"I love this product, it has good quality and best ingredients. As I age, I realized that this supplement will benefit me in my blood cholesterol. My doctor also told me that it's good for my heart. This package was convenient. I don't have to buy frequently. And most of all, it doesn't taste anything..",5.0
87,Very good price for fish oil,This is a great fish oil with high quality and purity. I take it regularly for bodybuilding,5.0
87,Good,Ingredients are good enzymes the benefits are okay with the package its helped with my digestion and stomach and gut issues there is more taste and it works with most ages Good composition aids intestinal issues gd size and quality for fitness and endurance and for diet also recovery Good for all seasons texture use Good for antiage skin wrinkle reduction Works with inflammation It moisturizes sensitive skin Nice scent Good for scalp and hair fish,5.0
87,,Very good! I would Recommend everything that I purchased from this site. 10/10,5.0
87,Great,"it's a good size, easy to swallow, I take it for vascular protection and the fat for my liver.",5.0
